subject-id,DSC,ASD,HD95,NSD,model,anatomy
s0921_femur_left_msk,0.93,0.99,3.46,0.79,TwoDPermuteConcat,femur
sub-verse050_vert-13-seg-vert_msk,0.8,0.78,2.24,0.81,MultiScale2DPermuteConcat,vertebra
s0921_femur_left_msk,0.92,1.21,4.12,0.78,AttentionUnet,femur
s0921_femur_left_msk,0.91,1.51,4.58,0.71,MultiScale2DPermuteConcat,femur
sub-verse050_vert-13-seg-vert_msk,0.8,0.75,3.0,0.77,UNETR,vertebra
s0921_femur_left_msk,0.9,1.64,5.83,0.7,UNETR,femur
sub-verse050_vert-13-seg-vert_msk,0.82,0.63,2.45,0.81,AttentionUnet,vertebra
sub-verse050_vert-13-seg-vert_msk,0.78,0.88,2.83,0.75,OneDConcat,vertebra
s0921_femur_left_msk,0.9,1.61,5.0,0.66,TLPredictor,femur
sub-verse050_vert-13-seg-vert_msk,0.84,0.61,2.0,0.86,TwoDPermuteConcat,vertebra
s0921_femur_left_msk,0.94,0.96,3.32,0.8,UNet,femur
s0921_femur_left_msk,0.93,1.16,4.12,0.83,SwinUNETR,femur
sub-verse050_vert-13-seg-vert_msk,0.82,0.67,2.45,0.8,SwinUNETR,vertebra
s0921_femur_left_msk,0.88,1.94,5.48,0.54,OneDConcat,femur
sub-verse050_vert-13-seg-vert_msk,0.81,0.74,2.83,0.79,UNet,vertebra
s0921_femur_right_msk,0.95,0.78,2.24,0.88,UNet,femur
sub-verse050_vert-14-seg-vert_msk,0.82,0.65,2.24,0.82,UNETR,vertebra
s0921_femur_right_msk,0.94,0.86,3.16,0.82,TwoDPermuteConcat,femur
sub-verse050_vert-14-seg-vert_msk,0.83,0.64,2.24,0.83,AttentionUnet,vertebra
s0921_femur_right_msk,0.93,1.14,3.16,0.77,MultiScale2DPermuteConcat,femur
sub-verse050_vert-14-seg-vert_msk,0.84,0.6,2.24,0.86,TwoDPermuteConcat,vertebra
s0921_femur_right_msk,0.95,0.73,2.24,0.9,AttentionUnet,femur
sub-verse050_vert-14-seg-vert_msk,0.78,0.99,3.16,0.73,TLPredictor,vertebra
s0921_femur_right_msk,0.94,0.99,3.0,0.81,UNETR,femur
sub-verse050_vert-14-seg-vert_msk,0.79,0.8,2.83,0.76,OneDConcat,vertebra
sub-verse050_vert-14-seg-vert_msk,0.83,0.69,2.0,0.85,SwinUNETR,vertebra
s0921_femur_right_msk,0.95,0.84,2.45,0.86,SwinUNETR,femur
s0921_femur_right_msk,0.9,1.51,4.36,0.61,OneDConcat,femur
sub-verse050_vert-14-seg-vert_msk,0.8,0.73,2.45,0.78,MultiScale2DPermuteConcat,vertebra
s0921_femur_right_msk,0.92,1.26,4.0,0.74,TLPredictor,femur
sub-verse050_vert-14-seg-vert_msk,0.79,0.84,2.24,0.77,UNet,vertebra
sub-verse050_vert-15-seg-vert_msk,0.86,0.55,2.0,0.89,TwoDPermuteConcat,vertebra
sub-verse050_vert-15-seg-vert_msk,0.83,0.66,2.24,0.82,UNETR,vertebra
sub-verse050_vert-15-seg-vert_msk,0.85,0.61,2.0,0.88,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-15-seg-vert_msk,0.82,0.77,2.24,0.82,TLPredictor,vertebra
sub-verse050_vert-15-seg-vert_msk,0.78,0.86,2.83,0.74,OneDConcat,vertebra
sub-verse050_vert-15-seg-vert_msk,0.85,0.61,2.0,0.87,AttentionUnet,vertebra
sub-verse050_vert-15-seg-vert_msk,0.84,0.6,2.0,0.85,SwinUNETR,vertebra
sub-verse050_vert-15-seg-vert_msk,0.84,0.67,2.0,0.85,UNet,vertebra
sub-verse050_vert-16-seg-vert_msk,0.87,0.56,2.0,0.89,AttentionUnet,vertebra
sub-verse050_vert-16-seg-vert_msk,0.85,0.64,2.0,0.86,UNet,vertebra
sub-verse050_vert-16-seg-vert_msk,0.84,0.62,2.24,0.84,UNETR,vertebra
sub-verse050_vert-16-seg-vert_msk,0.85,0.71,2.0,0.89,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-16-seg-vert_msk,0.89,0.45,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse050_vert-16-seg-vert_msk,0.85,0.62,2.24,0.83,OneDConcat,vertebra
sub-verse050_vert-16-seg-vert_msk,0.84,0.64,2.0,0.88,SwinUNETR,vertebra
sub-verse050_vert-16-seg-vert_msk,0.83,0.74,2.24,0.81,TLPredictor,vertebra
sub-verse050_vert-17-seg-vert_msk,0.88,0.56,1.73,0.92,TwoDPermuteConcat,vertebra
sub-verse050_vert-17-seg-vert_msk,0.84,0.67,2.24,0.83,OneDConcat,vertebra
sub-verse050_vert-17-seg-vert_msk,0.83,0.8,2.24,0.82,TLPredictor,vertebra
sub-verse050_vert-17-seg-vert_msk,0.86,0.65,2.24,0.85,SwinUNETR,vertebra
sub-verse050_vert-17-seg-vert_msk,0.85,0.68,2.24,0.85,UNet,vertebra
sub-verse050_vert-17-seg-vert_msk,0.85,0.72,2.0,0.85,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-17-seg-vert_msk,0.86,0.64,2.0,0.88,AttentionUnet,vertebra
sub-verse050_vert-17-seg-vert_msk,0.85,0.68,2.24,0.84,UNETR,vertebra
sub-verse050_vert-18-seg-vert_msk,0.85,0.71,2.0,0.86,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-18-seg-vert_msk,0.86,0.75,2.24,0.85,TLPredictor,vertebra
sub-verse050_vert-18-seg-vert_msk,0.86,0.68,2.0,0.88,UNETR,vertebra
sub-verse050_vert-18-seg-vert_msk,0.88,0.69,2.0,0.92,SwinUNETR,vertebra
sub-verse050_vert-18-seg-vert_msk,0.88,0.61,1.73,0.91,UNet,vertebra
sub-verse050_vert-18-seg-vert_msk,0.88,0.58,1.73,0.92,AttentionUnet,vertebra
sub-verse050_vert-18-seg-vert_msk,0.86,0.66,2.0,0.85,OneDConcat,vertebra
sub-verse050_vert-18-seg-vert_msk,0.88,0.55,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse050_vert-19-seg-vert_msk,0.86,0.68,2.0,0.86,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-19-seg-vert_msk,0.89,0.57,1.73,0.92,AttentionUnet,vertebra
sub-verse050_vert-19-seg-vert_msk,0.88,0.66,1.73,0.9,TLPredictor,vertebra
sub-verse050_vert-19-seg-vert_msk,0.9,0.54,1.41,0.94,SwinUNETR,vertebra
sub-verse050_vert-19-seg-vert_msk,0.89,0.56,1.73,0.91,UNet,vertebra
sub-verse050_vert-19-seg-vert_msk,0.9,0.52,1.73,0.92,TwoDPermuteConcat,vertebra
sub-verse050_vert-19-seg-vert_msk,0.87,0.59,2.24,0.85,OneDConcat,vertebra
sub-verse050_vert-19-seg-vert_msk,0.88,0.64,1.73,0.92,UNETR,vertebra
sub-verse050_vert-20-seg-vert_msk,0.89,0.55,1.41,0.93,SwinUNETR,vertebra
sub-verse050_vert-20-seg-vert_msk,0.9,0.48,1.73,0.93,AttentionUnet,vertebra
sub-verse050_vert-20-seg-vert_msk,0.89,0.51,1.41,0.93,TwoDPermuteConcat,vertebra
sub-verse050_vert-20-seg-vert_msk,0.88,0.58,2.0,0.89,TLPredictor,vertebra
sub-verse050_vert-20-seg-vert_msk,0.87,0.59,2.24,0.85,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-20-seg-vert_msk,0.88,0.56,1.73,0.91,UNETR,vertebra
sub-verse050_vert-20-seg-vert_msk,0.85,0.63,3.0,0.78,OneDConcat,vertebra
sub-verse050_vert-20-seg-vert_msk,0.9,0.48,2.0,0.91,UNet,vertebra
sub-verse050_vert-21-seg-vert_msk,0.88,0.57,2.0,0.89,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-21-seg-vert_msk,0.87,0.65,2.24,0.85,TLPredictor,vertebra
sub-verse050_vert-21-seg-vert_msk,0.89,0.54,2.0,0.9,AttentionUnet,vertebra
sub-verse050_vert-21-seg-vert_msk,0.85,0.69,2.24,0.8,OneDConcat,vertebra
sub-verse050_vert-21-seg-vert_msk,0.88,0.63,2.0,0.88,SwinUNETR,vertebra
sub-verse050_vert-21-seg-vert_msk,0.89,0.5,1.73,0.9,TwoDPermuteConcat,vertebra
sub-verse050_vert-21-seg-vert_msk,0.88,0.56,2.24,0.87,UNETR,vertebra
sub-verse050_vert-21-seg-vert_msk,0.89,0.52,2.0,0.89,UNet,vertebra
sub-verse050_vert-22-seg-vert_msk,0.88,0.59,2.0,0.88,UNet,vertebra
sub-verse050_vert-22-seg-vert_msk,0.88,0.56,2.0,0.86,AttentionUnet,vertebra
sub-verse050_vert-22-seg-vert_msk,0.84,0.77,2.45,0.78,OneDConcat,vertebra
sub-verse050_vert-22-seg-vert_msk,0.87,0.68,2.24,0.84,TLPredictor,vertebra
sub-verse050_vert-22-seg-vert_msk,0.88,0.62,2.0,0.87,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-22-seg-vert_msk,0.85,0.71,2.24,0.82,UNETR,vertebra
sub-verse050_vert-22-seg-vert_msk,0.88,0.63,2.0,0.88,SwinUNETR,vertebra
sub-verse050_vert-22-seg-vert_msk,0.89,0.55,2.0,0.88,TwoDPermuteConcat,vertebra
sub-verse050_vert-23-seg-vert_msk,0.87,0.69,2.24,0.84,UNETR,vertebra
sub-verse050_vert-23-seg-vert_msk,0.88,0.59,2.24,0.86,AttentionUnet,vertebra
sub-verse050_vert-23-seg-vert_msk,0.85,0.82,2.83,0.79,OneDConcat,vertebra
sub-verse050_vert-23-seg-vert_msk,0.87,0.69,2.0,0.88,TwoDPermuteConcat,vertebra
sub-verse050_vert-23-seg-vert_msk,0.88,0.64,2.24,0.86,SwinUNETR,vertebra
sub-verse050_vert-23-seg-vert_msk,0.87,0.67,2.24,0.85,UNet,vertebra
sub-verse050_vert-23-seg-vert_msk,0.87,0.72,2.24,0.84,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-23-seg-vert_msk,0.87,0.79,2.24,0.84,TLPredictor,vertebra
sub-verse050_vert-24-seg-vert_msk,0.81,0.98,3.0,0.71,UNet,vertebra
sub-verse050_vert-24-seg-vert_msk,0.82,1.01,3.0,0.74,AttentionUnet,vertebra
sub-verse050_vert-24-seg-vert_msk,0.8,1.17,3.61,0.74,UNETR,vertebra
sub-verse050_vert-24-seg-vert_msk,0.81,1.07,3.74,0.75,SwinUNETR,vertebra
sub-verse050_vert-24-seg-vert_msk,0.8,1.13,2.83,0.7,OneDConcat,vertebra
sub-verse050_vert-24-seg-vert_msk,0.76,1.4,3.61,0.6,TLPredictor,vertebra
sub-verse050_vert-24-seg-vert_msk,0.75,1.13,4.47,0.56,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-24-seg-vert_msk,0.81,1.05,2.83,0.73,TwoDPermuteConcat,vertebra
sub-verse050_vert-8-seg-vert_msk,0.82,0.65,2.24,0.87,SwinUNETR,vertebra
sub-verse050_vert-8-seg-vert_msk,0.81,0.67,2.83,0.82,OneDConcat,vertebra
sub-verse050_vert-8-seg-vert_msk,0.76,0.78,2.83,0.72,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-8-seg-vert_msk,0.82,0.67,2.24,0.85,TwoDPermuteConcat,vertebra
sub-verse050_vert-8-seg-vert_msk,0.8,0.74,2.83,0.81,UNet,vertebra
sub-verse050_vert-8-seg-vert_msk,0.77,0.88,3.16,0.71,TLPredictor,vertebra
sub-verse050_vert-8-seg-vert_msk,0.76,0.85,2.83,0.75,UNETR,vertebra
sub-verse050_vert-8-seg-vert_msk,0.82,0.62,2.24,0.85,AttentionUnet,vertebra
sub-verse050_vert-9-seg-vert_msk,0.83,0.68,1.73,0.89,TwoDPermuteConcat,vertebra
sub-verse050_vert-9-seg-vert_msk,0.83,0.66,1.73,0.89,MultiScale2DPermuteConcat,vertebra
sub-verse050_vert-9-seg-vert_msk,0.86,0.57,1.41,0.93,UNet,vertebra
sub-verse050_vert-9-seg-vert_msk,0.83,0.6,2.0,0.88,UNETR,vertebra
sub-verse050_vert-9-seg-vert_msk,0.82,0.67,2.0,0.86,OneDConcat,vertebra
sub-verse050_vert-9-seg-vert_msk,0.8,0.79,2.24,0.8,TLPredictor,vertebra
sub-verse050_vert-9-seg-vert_msk,0.84,0.55,2.0,0.9,SwinUNETR,vertebra
sub-verse050_vert-9-seg-vert_msk,0.85,0.53,2.0,0.89,AttentionUnet,vertebra
sub-verse125_vert-10-seg-vert_msk,0.86,0.6,1.41,0.96,TwoDPermuteConcat,vertebra
sub-verse125_vert-10-seg-vert_msk,0.84,0.74,1.41,0.95,UNet,vertebra
sub-verse125_vert-10-seg-vert_msk,0.83,0.72,2.0,0.94,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-10-seg-vert_msk,0.85,0.62,1.41,0.95,OneDConcat,vertebra
sub-verse125_vert-10-seg-vert_msk,0.86,0.56,1.41,0.97,AttentionUnet,vertebra
sub-verse125_vert-10-seg-vert_msk,0.77,1.06,2.24,0.81,TLPredictor,vertebra
sub-verse125_vert-10-seg-vert_msk,0.85,0.59,1.41,0.97,SwinUNETR,vertebra
sub-verse125_vert-10-seg-vert_msk,0.85,0.59,1.41,0.95,UNETR,vertebra
sub-verse125_vert-11-seg-vert_msk,0.88,0.52,1.41,0.97,UNETR,vertebra
sub-verse125_vert-11-seg-vert_msk,0.89,0.46,1.0,0.98,SwinUNETR,vertebra
sub-verse125_vert-11-seg-vert_msk,0.9,0.4,1.0,0.99,AttentionUnet,vertebra
sub-verse125_vert-11-seg-vert_msk,0.88,0.49,1.41,0.97,TwoDPermuteConcat,vertebra
sub-verse125_vert-11-seg-vert_msk,0.86,0.75,1.73,0.96,UNet,vertebra
sub-verse125_vert-11-seg-vert_msk,0.87,0.5,1.41,0.94,OneDConcat,vertebra
sub-verse125_vert-11-seg-vert_msk,0.83,0.75,1.73,0.93,TLPredictor,vertebra
sub-verse125_vert-11-seg-vert_msk,0.89,0.43,1.0,0.98,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-12-seg-vert_msk,0.86,0.55,2.97,0.9,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-12-seg-vert_msk,0.89,0.44,1.41,0.96,TwoDPermuteConcat,vertebra
sub-verse125_vert-12-seg-vert_msk,0.89,0.49,1.0,0.97,AttentionUnet,vertebra
sub-verse125_vert-12-seg-vert_msk,0.87,0.47,1.41,0.94,OneDConcat,vertebra
sub-verse125_vert-12-seg-vert_msk,0.87,0.56,1.41,0.96,UNet,vertebra
sub-verse125_vert-12-seg-vert_msk,0.87,0.46,2.0,0.91,UNETR,vertebra
sub-verse125_vert-12-seg-vert_msk,0.83,0.75,1.73,0.92,TLPredictor,vertebra
sub-verse125_vert-12-seg-vert_msk,0.89,0.46,1.0,0.97,SwinUNETR,vertebra
sub-verse125_vert-13-seg-vert_msk,0.81,0.83,3.0,0.86,SwinUNETR,vertebra
sub-verse125_vert-13-seg-vert_msk,0.83,0.67,2.24,0.89,AttentionUnet,vertebra
sub-verse125_vert-13-seg-vert_msk,0.82,0.72,2.45,0.87,UNETR,vertebra
sub-verse125_vert-13-seg-vert_msk,0.79,0.87,3.0,0.82,UNet,vertebra
sub-verse125_vert-13-seg-vert_msk,0.78,0.72,3.74,0.78,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-13-seg-vert_msk,0.76,0.85,2.24,0.82,OneDConcat,vertebra
sub-verse125_vert-13-seg-vert_msk,0.83,0.64,1.41,0.93,TwoDPermuteConcat,vertebra
sub-verse125_vert-13-seg-vert_msk,0.73,1.23,3.16,0.74,TLPredictor,vertebra
sub-verse125_vert-14-seg-vert_msk,0.86,0.6,1.73,0.92,UNet,vertebra
sub-verse125_vert-14-seg-vert_msk,0.86,0.57,1.73,0.91,OneDConcat,vertebra
sub-verse125_vert-14-seg-vert_msk,0.88,0.48,1.41,0.94,AttentionUnet,vertebra
sub-verse125_vert-14-seg-vert_msk,0.87,0.53,1.41,0.95,SwinUNETR,vertebra
sub-verse125_vert-14-seg-vert_msk,0.86,0.6,1.73,0.93,UNETR,vertebra
sub-verse125_vert-14-seg-vert_msk,0.85,0.57,2.0,0.89,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-14-seg-vert_msk,0.84,0.7,2.24,0.87,TLPredictor,vertebra
sub-verse125_vert-14-seg-vert_msk,0.9,0.42,1.41,0.96,TwoDPermuteConcat,vertebra
sub-verse125_vert-15-seg-vert_msk,0.9,0.44,1.0,0.97,SwinUNETR,vertebra
sub-verse125_vert-15-seg-vert_msk,0.9,0.46,1.0,0.98,UNETR,vertebra
sub-verse125_vert-15-seg-vert_msk,0.85,0.7,1.41,0.94,TLPredictor,vertebra
sub-verse125_vert-15-seg-vert_msk,0.9,0.45,1.41,0.96,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-15-seg-vert_msk,0.89,0.51,1.41,0.96,UNet,vertebra
sub-verse125_vert-15-seg-vert_msk,0.91,0.39,1.0,0.98,AttentionUnet,vertebra
sub-verse125_vert-15-seg-vert_msk,0.9,0.45,1.0,0.97,TwoDPermuteConcat,vertebra
sub-verse125_vert-15-seg-vert_msk,0.88,0.51,1.41,0.94,OneDConcat,vertebra
sub-verse125_vert-16-seg-vert_msk,0.88,0.53,1.41,0.96,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-16-seg-vert_msk,0.89,0.52,1.41,0.96,SwinUNETR,vertebra
sub-verse125_vert-16-seg-vert_msk,0.86,0.73,1.73,0.94,TLPredictor,vertebra
sub-verse125_vert-16-seg-vert_msk,0.89,0.54,1.41,0.96,UNet,vertebra
sub-verse125_vert-16-seg-vert_msk,0.88,0.54,1.41,0.95,TwoDPermuteConcat,vertebra
sub-verse125_vert-16-seg-vert_msk,0.87,0.62,1.41,0.94,OneDConcat,vertebra
sub-verse125_vert-16-seg-vert_msk,0.89,0.5,1.41,0.97,AttentionUnet,vertebra
sub-verse125_vert-16-seg-vert_msk,0.89,0.5,1.41,0.95,UNETR,vertebra
sub-verse125_vert-17-seg-vert_msk,0.88,0.59,1.41,0.95,TLPredictor,vertebra
sub-verse125_vert-17-seg-vert_msk,0.91,0.43,1.0,0.97,AttentionUnet,vertebra
sub-verse125_vert-17-seg-vert_msk,0.9,0.46,1.41,0.95,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-17-seg-vert_msk,0.9,0.51,1.41,0.97,UNet,vertebra
sub-verse125_vert-17-seg-vert_msk,0.91,0.42,1.0,0.98,TwoDPermuteConcat,vertebra
sub-verse125_vert-17-seg-vert_msk,0.91,0.43,1.0,0.98,SwinUNETR,vertebra
sub-verse125_vert-17-seg-vert_msk,0.9,0.47,1.0,0.98,UNETR,vertebra
sub-verse125_vert-17-seg-vert_msk,0.89,0.5,1.41,0.96,OneDConcat,vertebra
sub-verse125_vert-18-seg-vert_msk,0.88,0.61,1.41,0.93,UNet,vertebra
sub-verse125_vert-18-seg-vert_msk,0.9,0.52,1.41,0.97,SwinUNETR,vertebra
sub-verse125_vert-18-seg-vert_msk,0.9,0.47,1.41,0.96,TwoDPermuteConcat,vertebra
sub-verse125_vert-18-seg-vert_msk,0.87,0.66,1.73,0.92,TLPredictor,vertebra
sub-verse125_vert-18-seg-vert_msk,0.89,0.54,1.41,0.95,UNETR,vertebra
sub-verse125_vert-18-seg-vert_msk,0.9,0.47,1.41,0.95,AttentionUnet,vertebra
sub-verse125_vert-18-seg-vert_msk,0.9,0.48,1.41,0.95,OneDConcat,vertebra
sub-verse125_vert-18-seg-vert_msk,0.89,0.5,1.41,0.96,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-19-seg-vert_msk,0.88,0.61,1.73,0.91,OneDConcat,vertebra
sub-verse125_vert-19-seg-vert_msk,0.89,0.56,1.41,0.95,UNETR,vertebra
sub-verse125_vert-19-seg-vert_msk,0.87,0.66,1.73,0.91,TLPredictor,vertebra
sub-verse125_vert-19-seg-vert_msk,0.92,0.44,1.0,0.97,AttentionUnet,vertebra
sub-verse125_vert-19-seg-vert_msk,0.89,0.56,1.41,0.94,TwoDPermuteConcat,vertebra
sub-verse125_vert-19-seg-vert_msk,0.89,0.6,1.41,0.95,UNet,vertebra
sub-verse125_vert-19-seg-vert_msk,0.89,0.62,1.73,0.94,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-19-seg-vert_msk,0.9,0.53,1.41,0.95,SwinUNETR,vertebra
sub-verse125_vert-20-seg-vert_msk,0.86,0.69,1.41,0.92,UNet,vertebra
sub-verse125_vert-20-seg-vert_msk,0.9,0.47,1.41,0.94,AttentionUnet,vertebra
sub-verse125_vert-20-seg-vert_msk,0.86,0.65,2.0,0.89,UNETR,vertebra
sub-verse125_vert-20-seg-vert_msk,0.89,0.53,1.41,0.95,SwinUNETR,vertebra
sub-verse125_vert-20-seg-vert_msk,0.87,0.6,2.0,0.9,TwoDPermuteConcat,vertebra
sub-verse125_vert-20-seg-vert_msk,0.81,0.79,3.0,0.76,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-20-seg-vert_msk,0.83,0.74,2.24,0.82,OneDConcat,vertebra
sub-verse125_vert-20-seg-vert_msk,0.82,0.86,2.24,0.8,TLPredictor,vertebra
sub-verse125_vert-9-seg-vert_msk,0.74,1.12,3.32,0.72,TLPredictor,vertebra
sub-verse125_vert-9-seg-vert_msk,0.83,0.65,1.73,0.91,MultiScale2DPermuteConcat,vertebra
sub-verse125_vert-9-seg-vert_msk,0.83,0.78,2.0,0.94,SwinUNETR,vertebra
sub-verse125_vert-9-seg-vert_msk,0.83,0.75,2.0,0.93,UNet,vertebra
sub-verse125_vert-9-seg-vert_msk,0.79,0.99,3.0,0.87,OneDConcat,vertebra
sub-verse125_vert-9-seg-vert_msk,0.83,0.74,2.0,0.94,AttentionUnet,vertebra
sub-verse125_vert-9-seg-vert_msk,0.81,0.72,2.0,0.9,UNETR,vertebra
sub-verse125_vert-9-seg-vert_msk,0.82,0.77,2.0,0.93,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.77,0.89,2.45,0.75,UNet,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.78,0.84,2.83,0.78,UNETR,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.72,1.04,3.16,0.67,TLPredictor,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.71,1.03,3.61,0.66,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.82,0.74,1.73,0.88,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.76,1.08,3.16,0.76,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.74,0.98,3.0,0.71,OneDConcat,vertebra
sub-verse406_split-verse261_vert-10-seg-vert_msk,0.8,0.81,2.24,0.84,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.73,0.98,3.74,0.71,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.79,0.8,2.45,0.79,OneDConcat,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.8,0.71,2.24,0.81,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.77,0.84,2.24,0.76,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.76,0.98,3.0,0.75,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.73,1.09,4.0,0.65,TLPredictor,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.75,1.01,3.74,0.72,UNet,vertebra
sub-verse406_split-verse261_vert-11-seg-vert_msk,0.76,0.85,3.46,0.74,UNETR,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.82,0.68,2.0,0.87,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.78,0.77,3.0,0.73,UNETR,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.8,0.74,2.45,0.81,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.82,0.66,2.24,0.85,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.81,0.7,2.45,0.81,OneDConcat,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.79,0.74,3.0,0.76,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.79,0.91,2.24,0.79,TLPredictor,vertebra
sub-verse406_split-verse261_vert-12-seg-vert_msk,0.82,0.69,2.45,0.83,UNet,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.85,0.56,2.0,0.88,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.82,0.68,2.24,0.83,UNETR,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.84,0.67,1.79,0.9,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.84,0.65,2.0,0.88,UNet,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.83,0.74,2.24,0.84,TLPredictor,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.83,0.64,2.24,0.85,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.84,0.62,2.0,0.88,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-13-seg-vert_msk,0.83,0.63,2.24,0.85,OneDConcat,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.76,0.97,2.83,0.72,OneDConcat,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.79,0.83,2.24,0.8,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.74,1.1,3.46,0.64,TLPredictor,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.74,0.95,3.32,0.67,UNETR,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.79,0.91,3.0,0.75,UNet,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.79,0.82,2.24,0.76,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.78,0.95,2.83,0.75,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-14-seg-vert_msk,0.79,0.88,2.45,0.77,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.71,1.05,4.12,0.6,UNETR,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.73,1.02,3.46,0.64,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.72,1.22,3.74,0.65,SwinUNETR,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.74,1.04,3.74,0.64,UNet,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.72,1.01,4.58,0.61,AttentionUnet,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.76,1.1,3.16,0.71,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.7,1.15,4.47,0.56,TLPredictor,vertebra
sub-verse406_split-verse261_vert-15-seg-vert_msk,0.68,1.2,4.58,0.56,OneDConcat,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.68,1.38,4.47,0.59,TwoDPermuteConcat,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.65,1.67,4.58,0.53,UNet,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.62,1.59,5.39,0.5,OneDConcat,vertebra
sub-verse406_split-verse261_vert-16-seg-vert_msk,0.66,1.6,5.0,0.52,TLPredictor,vertebra
